uren;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;;;;
30-11-2023;38,48466357;;;;;;;;;;;;;;;;;;;;;;;;;;;
1-12-2023;38,57258377;;;;;;;;;;;;;;;;;;;;;;;;;;;
2-12-2023;38,66070483;;;;;;;;;;;;;;;;;;;;;;;;;;;
3-12-2023;38,74902721;;;;;;;;;;;;;;;;;;;;;;;;;;;
4-12-2023;38,83755137;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-12-2023;38,92627777;;;;;;;;;;;;;;;;;;;;;;;;;;;
6-12-2023;39,01520686;;;;;;;;;;;;;;;;;;;;;;;;;;;
7-12-2023;39,10433912;;;;;;;;;;;;;;;;;;;;;;;;;;;
8-12-2023;39,19367501;;;;;;;;;;;;;;;;;;;;;;;;;;;
9-12-2023;39,28321498;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-12-2023;39,37295952;;;;;;;;;;;;;;;;;;;;;;;;;;;
11-12-2023;39,46290908;;;;;;;;;;;;;;;;;;;;;;;;;;;
12-12-2023;39,55306414;;;;;;;;;;;;;;;;;;;;;;;;;;;
13-12-2023;39,64342516;;;;;;;;;;;;;;;;;;;;;;;;;;;
14-12-2023;39,73399262;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-12-2023;39,82476698;;;;;;;;;;;;;;;;;;;;;;;;;;;
16-12-2023;39,91574872;;;;;;;;;;;;;;;;;;;;;;;;;;;
17-12-2023;40,00693831;;;;;;;;;;;;;;;;;;;;;;;;;;;
18-12-2023;40,09833623;;;;;;;;;;;;;;;;;;;;;;;;;;;
19-12-2023;40,18994296;;;;;;;;;;;;;;;;;;;;;;;;;;;
20-12-2023;40,28175896;;;;;;;;;;;;;;;;;;;;;;;;;;;
21-12-2023;40,37378472;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-12-2023;40,46602072;;;;;;;;;;;;;;;;;;;;;;;;;;;
23-12-2023;40,55846744;;;;;;;;;;;;;;;;;;;;;;;;;;;
24-12-2023;40,65112536;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-12-2023;40,74399496;;;;;;;;;;;;;;;;;;;;;;;;;;;
26-12-2023;40,83707672;;;;;;;;;;;;;;;;;;;;;;;;;;;
27-12-2023;40,93037113;;;;;;;;;;;;;;;;;;;;;;;;;;;
28-12-2023;41,02387868;;;;;;;;;;;;;;;;;;;;;;;;;;;
29-12-2023;41,11759986;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-12-2023;41,21153514;;;;;;;;;;;;;;;;;;;;;;;;;;;
31-12-2023;41,30568503;;;;;;;;;;;;;;;;;;;;;;;;;;;
